, -0.0000000005
-3748748.727400553, 3034270.331301293
2593496.8507150146, -456771.3359510358
-4221575.654609857, 906817.1632820144
1546460.8173386776, -104442.2255198374
-2570415.0074599027, -1039681.2993750701
-2334621.0200927914, 2714601.029293423
2625078.7232256886, 3469218.20426528
-4951830.274190995, 589559.2929984762
3368499.413843888, 4555395.266338522
-2192677.6138712997, -1770822.5904200156
-300139.42592429405, 752506.8662390168
-2544361.134971869, 2239168.454891721
394156.8011082325, 839701.1797857131
-1539225.3831483042, 2694198.1171442494
2838210.4808463836, -967854.1114414602
-1475267.5060109452, -396539.64490052237
1117366.758098701, 1249176.1534780986
458923.0285640476, 2227455.3550567944
-3586377.365764427, -903471.6117288789
1432182.4344048616, 6855803.420532283
603441.1831712739, -3540858.361846256
-1221180.0976365285, 2963193.0497178663
-713757.1461093158, 19082.949855428647
-2999813.5190253253, -148529.08066832233
-1957254.35874285, 6144782.978753152
3027617.6599495485, -4103546.712018129
-5525604.345510512, -275559.7802005747
3498866.400525809, -316768.76882073894
-6109025.362569478, -543481.2227626233
100249.70939801939, -767288.4806452243
-896317.9095058925, 277646.42185847985
2083101.8321343255, -3657318.4252705546
-1065531.0146802282, 5197708.234933199
3160459.3276521456, 1138870.328046399
-6252245.723371108, -449745.20496602374
890979.8827815625, 5175913.052573855
-4154651.8055630713, -9440154.053007282
-7014215.441017576, 9250559.0253576
7764485.74734537, -3804714.2109817537
-4435332.745124722, -8968366.449680252
2255583.1215817668, 4290326.587835761
7690813.45326565, 5126289.601803461
-8624242.5471923, 377810.40232439496
8844487.2066407, 6590325.098943449
-5399850.002570344, -4647520.035107752
-1816467.1343453997, 12672764.141391512
296188.2801215145, 8751102.364482867
-5587955.782842241, -5710609.1683653435
-602302.6769863998, 9324168.679254765
12110485.699705657, -6034901.136047162
-15189773.993298989, 9762622.0930847
17471962.643839523, 8180514.66819702
1821565.7139268895, -9017754.295473162
-9074862.878781801, 10394700.348666618
13876476.572299102, 12462205.903371468
-6231195.517196235, -9844204.425441414
3606460.2042021197, 11113306.980730878
418623.91140874417, -14150915.94195728
-14055181.436680602, 11767159.74275986
9322037.965906857, 13726146.353018435
7083065.346903717, -3593220.581920187
-12640537.229816517, 10930212.898549963
10323831.739937644, -72263.98302400822
-5587242.696643165, -8721323.011648208
-3738837.7008122606, 13249513.243291166
9106668.363320675, -4557080.720891992
