, -0.0000000008
23383.037231042108, 6346.223567681901
20577.04808330482, -3999.4583275999576
17139.14905131992, -7642.8818344305255
21743.073304628684, -14331.61248561988
14226.525050525344, -6970.246258565728
26379.61802731293, -13625.747225744199
19367.3977255229, -13803.414931071238
19109.984275581966, -19407.782900904276
15248.966723930804, -14377.504090721197
15366.818591074078, -22509.876432137076
8023.161278726664, -12700.383747118472
16041.000709249123, -19639.080542150743
3004.131964553321, -28074.911425219518
2075.2282752883257, -18063.09772152687
372.0083788805426, -26071.908695702223
-6325.040444016625, -24731.035530152618
-4995.863454838457, -17782.250425111924
-3396.392869192706, -24587.992050250177
-5420.760046729871, -26201.470512565473
-18994.981521243742, -23692.099934358524
-17899.498335635257, -15315.485217397068
-24341.563821161613, -9722.842296228278
-15097.102351591098, -5124.764687470645
-22376.943163717544, -4567.484709425382
-25558.71627596681, -11077.195187900597
-28738.50830776553, 1698.3634592834298
-23725.851754198353, 12307.039433427395
-15022.263051592245, -1413.4308043795772
-19247.16020707235, 8714.330996720057
-15402.189926342053, 6153.857521779352
-9434.451942340516, 6521.443915674394
-23832.949100977963, 7179.296645766905
-15849.611806898884, 15186.66617788036
-11448.191367096155, 20086.263594638363
-11098.957034407626, 18407.48444483141
-7724.046104464664, 16712.64599950107
-10659.88941331571, 18226.883451304788
-8443.931415618099, 23932.13105705531
-6534.738544022597, 28271.528366811
-1206.954665365237, 21403.00743473788
-5540.123459569799, 24354.25618099356
6355.903578460927, 28905.648620556763
-73.05417755728092, 12028.487736559782
4853.220093514096, 15624.275056485807
-5414.576845533208, 21274.996664235347
19513.54803967449, 20343.522427610515
17321.185163994054, 27571.06663622971
31056.948052263582, -356.5994594098179
20474.512312063693, 14171.70716797544
19732.178902252308, 4273.64266940102
20274.75079833626, 15020.8688625905
22780.598705038326, 11642.585560087166
30527.377761177984, 2998.616635396092
29810.021185850128, -8352.543399466853
9107.968742335901, -5937.636663120102
18721.73592156839, -25248.336748446494
751.5658311769077, 7660.004331384414
19303.99315755149, -17525.416015103656
24963.223687812737, -4325.311063203208
4063.082903008923, -26604.286791255814
12868.889423768858, -14771.02624534404
-2427.1935242621203, -18189.950497131143
-7614.974037467461, 8734.239177602036
20160.031222350866, 4348.896316243333
17846.56055383041, 419.36507359450457
13448.201089316786, -28476.137866815658
-948.0111709810403, 5696.056430601708
1449.064995152186, -13396.850841780077
13431.557944022406, 10274.19692353743
17330.157261628658, -15785.500070875172
26728.96934744818, -17460.547076223647
-5637.604429151033, -30474.459772231683
3386.2969228580864, -13531.784381880843
4331.431916547184, -24579.461863765988
-2450.298968862172, -6159.901513814939
6818.512144983373, -12137.265775569567
18061.915634067667, -17028.07270994617
-14771.080687112595, -40871.203393078154
-5899.893899300886, 461.4812662250987
-12636.86592558124, -10486.304747253158
-3431.601268778214, -4017.646770202752
-2016.6237992827162, -15653.725995546534
3269.1000262932084, -8858.418380211944
-24277.816871421768, -26789.18385390673
-16291.229883886173, 4951.561833312066
-10993.990927170122, -7767.113429588998
-6258.056842154472, 3734.6481808783337
1366.4301453235387, -644.8087809296768
-2958.4621935779933, -11088.392038805088
-16733.693101160297, -20372.674404185636
-15653.827192299033, 11508.038922862615
-2353.930557822816, 968.5380899438164
820.3026280122874, -5531.4069211296055
-12543.30241512073, -10662.543069538435
4841.662204285135, -6476.923203816257
-9689.291584830697, -7070.484758274288
-3767.2954614438327, -621.9898093400209
6104.370658900984, -5363.777773941519
16137.291755894787, -6746.886850105259
-748.3476365610472, -19599.220429663972
14553.8531551176, 275.7874276668563
-11205.321260398741, -26289.235943139607
4805.116674194016, 7671.931830979246
7848.4088546804405, -8078.737274596546
-4217.96620291739, -8788.325122684251
-8771.624306378268, -7239.598558245152
-5891.0160992226065, 4824.847461305577
-9733.36145608985, -15145.983832550806
-11292.199073069938, 16367.879713380538
-14395.08408017845, -12061.452928294495
-4467.910857406036, -3905.8199709995415
-11771.115767650746, -4072.231270811044
-16139.80768147675, -3919.142405225251
-11042.779551148715, 4533.084418072676
2792.4733407143995, 4558.886372271321
-6185.64411983739, -3421.315444913614
18317.13675829966, 11854.797777391537
-20143.483985343693, -6704.612133975431
16470.453528664675, 10715.926550924985
8123.439146816817, 9263.418361576616
11226.62472250213, -5711.056450921169
4116.6164205385485, 4844.251061552645
11026.862177474657, -5937.820781557664
-495.1523715578569, -18293.268897814127
11030.360006978959, 14958.68730107486
-1716.3653882785197, -16768.166212233893
11588.38223162908, -14772.460113999878
-4281.286519378567, -6306.209819772504
-1700.250605194814, -11794.308511264013
-135.24746053935382, -4375.242402479942
-16424.492948496536, -8929.293455804174
-5242.871078197409, 3004.677156257236
18879.506241500156, 5670.677366494537
-15296.763947275187, -19683.546237925264
4617.42697867999, 1341.9158430642628
-10871.283721263457, -5982.535595641384
20158.227265858357, 298.5208425878591
1172.8078516398432, 983.9426634989929
21339.811002765688, -31643.39363883668
-27130.423142978652, -20572.779644538175
-6756.274154336801, 11420.306840515113
-6718.627394868502, 4.1199365882757775
-4844.358555060563, -849.7610400683686
-28842.94038909284, 4049.042107208569
9131.382401479847, 1121.8493627820721
-18390.138345548105, 5235.691565486784
-27005.73545869656, -11018.986334816167
1416.6352479196148, 18663.367831252945
-3124.0529541258647, -18526.088015618443
-4030.062825877828, -11781.179911934652
-12765.742213492298, -17298.677889469123
-33849.65300131134, -9902.684663568225
-9793.640277644343, 3685.8302780986887
5505.553470135553, 26474.19647719889
-4922.006638213003, -35016.78279300131
-29974.70935979488, 14439.94235385316
-7593.372343582743, 1903.4140244871146
-5225.386358140662, 3624.4286334875364
-27656.24844806431, -694.1140376342628
-12037.717123459319, 10920.957506800536
-6560.694151581004, -17576.354306003857
-35971.78818882734, -6950.749781924918
-31205.229717079943, 21181.868215821043
-16705.93046592081, 16585.992789642012
-2065.1926300991945, 22678.881369401835
12926.41689857052, 10009.362392371819
-5956.309295829704, -3364.7082582555113
-16184.650751421535, 30089.478730143775
20867.637515690043, 22956.42544214408
35352.60302939041, -4539.942230729939
-13514.77938237337, 5973.554624962297
6574.779236826919, -3393.984632132835
-2227.393466068119, 26882.714931797127
-3697.192916279097, 10742.930448822015
32614.083251806325, 17665.01216062966
-22475.090957247594, 37429.009468061646
45070.743772796195, 9078.038786864614
37646.480567894156, 24187.141544486833
-3760.5823345516965, -22168.336209606092
36258.7511705255, 22167.14257753529
2195.2657399490517, -1572.4659919373387
16490.246060166246, -34726.62671958642
14346.537672581251, 10060.816740848932
-36467.10867443466, -42698.98089768414
-6343.925053486644, -5373.193534221468
-37052.41523228853, 34757.94903980481
19998.545047594223, -26894.558076994665
1298.359571570476, 23520.718305148457
-30128.133573541316, -19219.45371598321
15670.914925132587, 2596.4410970503113
-21956.370416907994, 21766.368079112024
10456.902788433095, -3774.1509809130866
5796.004028992811, -6912.660323744874
-43439.34975516222, 5933.158628299829
14817.172641645382, -10633.064103844838
-18948.9524887556, 15468.943053911962
-28621.13408184586, -29054.182516598223
2908.357119094675, 23588.5682634727
-22773.16703559649, -23293.00227215877
20874.559522236385, -5548.443489612906
-15822.852358837781, -32855.37473265685
-42223.56805056699, -24971.78068748673
-309.0718934757833, 12741.677027877115
-10105.272769456238, -20961.765527754673
-46426.41719277949, -16193.179831672955
-14033.325188984, 32689.223460957706
-45902.97500070069, -7823.378096497036
-26896.623133753143, 33852.73454412009
-14714.703235526234, 61235.170022840975
-31131.727221305984, 6921.689377227536
-10439.478388668165, 73757.0921291055
7392.992671375592, 56133.332012567116
-18058.12910916684, 15570.985641645691
-6565.760147493143, 118084.97136642656
12717.905767218297, 59293.650246757294
53227.74468714897, 52602.40194205296
6001.159609752089, 97151.53883981881
69598.7842030264, 18595.370047363256
43847.40951039885, 63008.911601622196
51324.47699689435, 14523.409173302744
93864.2855795984, 11089.41535663302
45244.5417943516, 3217.470650085561
99902.90048880018, -19560.91389807532
85847.29432489307, -65514.47987948056
33542.483971618996, -55712.20471456151
60475.13067629639, -47232.00198832498
44173.845980828424, -79669.22759190963
-9241.695886236768, -98165.25444491625
-9725.76266941275, -74959.39247232775
-92531.22286853672, -79063.46030879798
-70129.31514069653, -16735.97080300422
-79450.89303024682, -16620.47788783978
-60269.7356393946, -40103.780746009914
-113971.14834882003, 77504.57225172993
45497.6682484703, 13334.951008717613
-34654.99717603567, 16905.054963966122
22626.16485296475, 12938.22160185193
60771.26278397575, 44994.00565433561
48160.38029283038, -42579.52447048733
24932.659302917986, -17360.85602257812
30806.6752715456, -29174.125796138345
-46939.526479476626, -11400.45284313408
90780.51273046664, 29671.817794532803
-28725.469010466644, -96207.95470084304
-29078.959650138444, -87608.353198752
-89110.41763645128, 89951.06562752738
60406.34696752402, -75388.75905169843
13621.456871060484, 16285.154551476
-25523.561966964357, -144738.53590485203
-35151.73225687077, -17690.424257956663
-92536.59637480581, 13652.496605810058
46294.03858177996, 20741.14602603043
-30343.304607690465, -77971.44392058258
-109161.82451922246, 79480.32267885352
75625.86030802109, -1976.173502412963
-52049.542836877576, 12773.980417875848
-70080.40393629351, -69701.35543580243
-3768.2811436327465, 136842.88610023612
-14675.421767712744, -59501.000385375235
49119.33560755035, 46959.12567937857
-27777.21166280849, -114101.95280587638
-128716.51556629618, -35553.56326134143
-126600.07413139046, 127627.98998110204
22724.493137444355, 146999.56413008546
30151.453797215996, 16186.708894744004
-28433.93778712858, 94908.49932985503
-4834.661305564985, 27380.533139481715
-3833.947311223669, 156397.25220146152
41871.17478574626, 63866.3083528789
177352.56666534918, 99301.44793710677
62457.24524865312, -124821.11019763794
94968.8720705738, 4146.77130608959
-9503.865456809768, -104491.47713929236
68848.22908681494, -28146.237399381098
-22772.59675746852, -20094.001809061243
89629.64935521515, -15727.468802225549
42108.18238803246, -49744.42089652213
-18846.826296552434, -40869.40038207444
-486.01435510932174, -42611.99538369944
-38863.415840880814, 92444.66085364968
33540.61146860786, 12999.79875887903
107289.5946669842, 17901.541999558583
-37338.22812447476, -82393.72994871967
30999.05322329615, -60880.52422021727
-108613.03630912409, 22767.46840251154
38327.26401985994, -32004.513184786127
2768.1355720968513, -16487.65177099341
-24422.603549780142, -90171.39411041455
-59210.917454584654, -16791.725597059187
-24273.57242929393, 2803.478855452491
-76384.68033005268, -16286.746367012407
38353.30722582626, 87156.88620645615
-6764.817232810021, 9489.24040754878
46683.405274382196, -14252.468148954424
-56658.82335450054, 39845.60569587583
31511.85889225689, 2993.7449625205236
24828.6286581128, 51987.856357645076
-12817.4758068538, -53124.96847578467
29301.276155663156, -30032.77476760532
-93115.04724651747, -77149.1937845914
-26594.523318884236, 19915.518877777642
-38797.01519570645, -41788.07063931822
-30721.337947276843, -36973.3451334966
-73252.38255023367, -56013.06989950884
-32791.206244242756, 36708.60139359256
-54448.370952762685, -26453.48147585461
-38220.3643806903, 73529.24059999845
32755.487426029867, 25780.453307233034
41695.97792344095, 38320.77894994647
18868.400268421028, -24041.606048673377
3574.1030594550357, 36248.58218287218
-2577.6445678492637, -23310.60270608789
38912.72254199305, 74342.94510965077
34694.004696561744, -5499.364719575524
34417.60567420023, -49996.22103785853
-72496.06066848992, -28526.823453450495
-25844.608170198233, 34390.49398229942
-65957.42230004982, 23853.989068358966
-268.2135462091028, 111643.43927640418
7690.1808944776, -21277.768581022232
12643.757808024257, 20586.10330132515
-86302.6607362481, -6395.546494492031
-43047.518383370116, 84080.75764176638
-24995.913319118285, 74711.03592580292
76824.59081810401, 89755.16839253853
44535.422332926566, -11891.531823212325
16778.95507695751, 60755.88539684951
28767.4089760879, -14243.216092299337
64117.19081251928, 88211.40334539463
81594.9973227875, 22930.30865509648
134718.2199063566, -18106.26908379518
28197.828101681494, -51951.957014449436
85143.37418284202, -85323.41891795784
-33825.66092455524, -98457.64260419803
-53079.04900235214, 194.07120270290397
-21159.8022965067, -68702.94556047463
-10204.432772644388, -11566.017757249485
-57328.642851354496, -81332.70256018847
8775.239744220271, -52636.82587494843
-190638.3882179654, -84018.27231588236
-9603.820696614683, 40701.099346109426
-7196.171858924025, 3788.840249722749
-2321.8134935635535, -84798.59393237556
-33735.92945380626, -29710.001055486988
-68245.05934893274, -28358.925739795624
-4011.2601889794987, 1135.2675414557555
-18605.681846388812, 99341.58020606716
11243.230947546419, -36008.94048351968
1696.6137170039801, 85883.56899400923
-35927.46259647007, 50180.285385309166
112105.92037665437, 36802.120779737525
-128836.7875132715, 4043.7516658991517
-29805.73961161616, 40574.09964313608
-2746.479799973873, 125877.05522474245
-5952.754887913568, -52267.69237243685
-18807.18475023912, 49600.84646991892
-55972.35059028378, -14531.103817276024
10379.385867445608, 10330.29232686901
15116.39730159739, 55129.15096433639
29943.99222502552, -30568.10113757464
28240.390715803755, -20372.58028328701
-12007.11783461501, 54345.16983829323
69085.37066127363, -110412.1634380416
-98642.81733706883, 81748.88258087286
-122099.62653075877, -65738.74618473968
-21062.648858926637, 240711.0767149613
-59654.95188039535, -15313.928798071953
6185.063843044212, 79136.18200169702
-188045.7643868371, 97794.32538751938
-4283.750333692871, 120843.62445171633
62514.53399599052, 118046.35097942702
-103495.61331033683, 36254.73242438884
86677.99251680178, 63397.8065980058
-79084.86846371682, 136044.00781738802
48793.90992457164, -17998.03182489461
71248.97828478552, 186338.97872004763
-67319.00910265466, 9532.923468718052
164428.2088030249, 164675.5806166004
66064.68019159035, 133009.8012445192
256346.9856275764, -43387.3724086129
50600.03266783393, 65676.98910359827
167326.1785229204, 29453.216756242888
174390.18943015757, -64896.7695074318
142800.10455115803, 59495.44124989029
114903.0812348186, -141752.96118922214
153282.61437784016, 36377.25127022681
-48782.93769858545, -141126.9886877173
186314.60091648126, 78567.57600241883
-16784.399734646948, -128718.75592036798
38397.52207295688, -8932.354646709673
-1783.07724949171, -81807.50724976028
2072.7081372173816, -24009.455138657577
36235.62555783072, -136262.86196022187
-126015.52529622981, -45884.61914916556
-43554.778487634256, -67397.43520983515
-966.519232429594, 55778.86926317385
18056.682278870165, -70080.50027747022
59884.052399999855, 48700.41325074653
6958.259112153542, -81761.89063369122
64055.018547539614, 27888.769257215667
76052.28527891147, 46146.14787413307
131363.78137996804, -88095.3794307774
-70684.76683516748, -23493.31062186243
86247.07267612944, -32461.870333196683
-43367.90101218814, -58641.38598440215
-58516.22468055814, -17504.54846271348
-71848.36571311238, -6157.916780249183
-8816.77360830292, 19366.100328695422
54607.29084742382, -43779.906994713405
40149.02133424675, -100916.24211901528
